			Flux (/cm^2/1E21p.o.t/50MeV)
Bin#	Energy (GeV)	numu		anti-numu	nue		anti-nue
---------------------------------------------------------------------------------
43	 2.10- 2.15	1.53e+04	3.70e+03	1.00e+03	2.29e+02
44	 2.15- 2.20	1.48e+04	3.50e+03	9.74e+02	2.19e+02
45	 2.20- 2.25	1.41e+04	3.43e+03	9.48e+02	2.18e+02
46	 2.25- 2.30	1.37e+04	3.17e+03	9.28e+02	2.09e+02
47	 2.30- 2.35	1.33e+04	3.02e+03	9.09e+02	2.01e+02
48	 2.35- 2.40	1.28e+04	2.89e+03	8.86e+02	1.93e+02
49	 2.40- 2.45	1.22e+04	2.71e+03	8.63e+02	1.87e+02
50	 2.45- 2.50	1.20e+04	2.62e+03	8.50e+02	1.87e+02
51	 2.50- 2.55	1.14e+04	2.42e+03	8.30e+02	1.79e+02
52	 2.55- 2.60	1.13e+04	2.22e+03	8.01e+02	1.74e+02
53	 2.60- 2.65	1.10e+04	2.31e+03	7.80e+02	1.67e+02
54	 2.65- 2.70	1.07e+04	2.14e+03	7.58e+02	1.65e+02
55	 2.70- 2.75	1.07e+04	2.04e+03	7.41e+02	1.55e+02
56	 2.75- 2.80	1.07e+04	1.83e+03	7.14e+02	1.49e+02
57	 2.80- 2.85	1.06e+04	1.82e+03	6.97e+02	1.46e+02
58	 2.85- 2.90	1.05e+04	1.70e+03	6.79e+02	1.47e+02
59	 2.90- 2.95	1.03e+04	1.69e+03	6.49e+02	1.39e+02
60	 2.95- 3.00	1.02e+04	1.58e+03	6.39e+02	1.35e+02
61	 3.00- 3.05	1.00e+04	1.47e+03	6.20e+02	1.34e+02
62	 3.05- 3.10	9.81e+03	1.46e+03	5.97e+02	1.28e+02
63	 3.10- 3.15	9.68e+03	1.41e+03	5.74e+02	1.25e+02
64	 3.15- 3.20	9.67e+03	1.36e+03	5.51e+02	1.22e+02
65	 3.20- 3.25	9.48e+03	1.34e+03	5.28e+02	1.18e+02
66	 3.25- 3.30	9.52e+03	1.21e+03	5.15e+02	1.16e+02
67	 3.30- 3.35	9.47e+03	1.09e+03	4.89e+02	1.07e+02
68	 3.35- 3.40	9.29e+03	1.10e+03	4.80e+02	1.07e+02
69	 3.40- 3.45	9.30e+03	1.10e+03	4.59e+02	1.06e+02
70	 3.45- 3.50	9.26e+03	1.03e+03	4.40e+02	9.87e+01
71	 3.50- 3.55	9.07e+03	9.74e+02	4.24e+02	9.86e+01
72	 3.55- 3.60	9.07e+03	9.71e+02	4.07e+02	9.54e+01
73	 3.60- 3.65	9.00e+03	9.14e+02	3.93e+02	8.84e+01
74	 3.65- 3.70	9.11e+03	8.50e+02	3.75e+02	9.04e+01
75	 3.70- 3.75	8.90e+03	8.43e+02	3.63e+02	9.08e+01
76	 3.75- 3.80	8.87e+03	8.14e+02	3.48e+02	8.20e+01
77	 3.80- 3.85	8.79e+03	7.99e+02	3.36e+02	8.12e+01
78	 3.85- 3.90	8.76e+03	7.99e+02	3.22e+02	7.98e+01
79	 3.90- 3.95	8.71e+03	7.61e+02	3.11e+02	7.78e+01
80	 3.95- 4.00	8.66e+03	6.88e+02	2.98e+02	7.25e+01
81	 4.00- 4.05	8.60e+03	6.44e+02	2.83e+02	6.90e+01
82	 4.05- 4.10	8.48e+03	6.72e+02	2.77e+02	7.05e+01
83	 4.10- 4.15	8.38e+03	6.48e+02	2.64e+02	6.86e+01
84	 4.15- 4.20	8.22e+03	6.02e+02	2.50e+02	6.48e+01
85	 4.20- 4.25	8.00e+03	6.19e+02	2.40e+02	6.40e+01
86	 4.25- 4.30	7.86e+03	5.82e+02	2.34e+02	6.18e+01
87	 4.30- 4.35	7.71e+03	5.51e+02	2.22e+02	6.19e+01
88	 4.35- 4.40	7.50e+03	5.44e+02	2.10e+02	5.66e+01
89	 4.40- 4.45	7.32e+03	5.12e+02	2.03e+02	5.34e+01
90	 4.45- 4.50	7.16e+03	5.05e+02	1.98e+02	5.34e+01
91	 4.50- 4.55	6.96e+03	5.39e+02	1.93e+02	5.41e+01
92	 4.55- 4.60	6.79e+03	4.23e+02	1.83e+02	5.12e+01
93	 4.60- 4.65	6.60e+03	4.60e+02	1.81e+02	5.08e+01
94	 4.65- 4.70	6.36e+03	4.92e+02	1.70e+02	5.04e+01
95	 4.70- 4.75	6.15e+03	4.27e+02	1.64e+02	4.77e+01
96	 4.75- 4.80	5.95e+03	4.64e+02	1.55e+02	4.51e+01
97	 4.80- 4.85	5.71e+03	3.89e+02	1.54e+02	4.54e+01
98	 4.85- 4.90	5.54e+03	4.06e+02	1.46e+02	4.14e+01
99	 4.90- 4.95	5.33e+03	4.03e+02	1.39e+02	4.15e+01
100	 4.95- 5.00	5.07e+03	3.22e+02	1.36e+02	4.01e+01
101	 5.00- 5.05	4.97e+03	3.16e+02	1.28e+02	3.85e+01
102	 5.05- 5.10	4.69e+03	3.86e+02	1.25e+02	3.73e+01
103	 5.10- 5.15	4.53e+03	3.12e+02	1.18e+02	3.48e+01
104	 5.15- 5.20	4.43e+03	3.15e+02	1.18e+02	3.70e+01
105	 5.20- 5.25	4.21e+03	3.20e+02	1.12e+02	3.64e+01
106	 5.25- 5.30	4.05e+03	3.08e+02	1.10e+02	3.33e+01
107	 5.30- 5.35	3.90e+03	2.84e+02	1.05e+02	3.17e+01
108	 5.35- 5.40	3.74e+03	2.78e+02	1.01e+02	3.20e+01
109	 5.40- 5.45	3.63e+03	2.97e+02	9.76e+01	2.93e+01
110	 5.45- 5.50	3.51e+03	2.86e+02	9.50e+01	3.01e+01
111	 5.50- 5.55	3.39e+03	2.60e+02	9.21e+01	2.88e+01
112	 5.55- 5.60	3.27e+03	2.68e+02	8.95e+01	2.81e+01
113	 5.60- 5.65	3.21e+03	2.25e+02	8.59e+01	2.74e+01
114	 5.65- 5.70	3.13e+03	2.45e+02	8.45e+01	2.55e+01
115	 5.70- 5.75	3.02e+03	2.09e+02	7.85e+01	2.48e+01
116	 5.75- 5.80	2.89e+03	2.03e+02	7.65e+01	2.51e+01
117	 5.80- 5.85	2.87e+03	1.95e+02	7.35e+01	2.45e+01
118	 5.85- 5.90	2.74e+03	1.98e+02	6.95e+01	2.07e+01
119	 5.90- 5.95	2.64e+03	2.18e+02	6.75e+01	2.16e+01
120	 5.95- 6.00	2.63e+03	1.77e+02	6.54e+01	2.10e+01
121	 6.00- 6.05	2.54e+03	2.08e+02	6.51e+01	2.04e+01
122	 6.05- 6.10	2.46e+03	1.86e+02	6.14e+01	1.96e+01
123	 6.10- 6.15	2.45e+03	2.04e+02	6.00e+01	1.94e+01
124	 6.15- 6.20	2.37e+03	1.77e+02	5.69e+01	1.81e+01
125	 6.20- 6.25	2.28e+03	2.02e+02	5.63e+01	1.88e+01
126	 6.25- 6.30	2.22e+03	1.71e+02	5.16e+01	1.65e+01
127	 6.30- 6.35	2.21e+03	1.57e+02	5.10e+01	1.87e+01
128	 6.35- 6.40	2.14e+03	1.62e+02	4.87e+01	1.74e+01
129	 6.40- 6.45	2.10e+03	1.52e+02	4.57e+01	1.48e+01
130	 6.45- 6.50	2.00e+03	1.45e+02	4.50e+01	1.52e+01
131	 6.50- 6.55	1.98e+03	1.60e+02	4.33e+01	1.51e+01
132	 6.55- 6.60	1.89e+03	1.50e+02	4.21e+01	1.41e+01
133	 6.60- 6.65	1.84e+03	1.51e+02	4.04e+01	1.32e+01
134	 6.65- 6.70	1.83e+03	1.45e+02	4.35e+01	1.44e+01
135	 6.70- 6.75	1.78e+03	1.51e+02	3.87e+01	1.27e+01
136	 6.75- 6.80	1.71e+03	1.13e+02	3.69e+01	1.35e+01
137	 6.80- 6.85	1.69e+03	1.51e+02	3.51e+01	1.19e+01
138	 6.85- 6.90	1.68e+03	1.04e+02	3.60e+01	1.36e+01
139	 6.90- 6.95	1.55e+03	1.13e+02	3.34e+01	1.22e+01
140	 6.95- 7.00	1.54e+03	1.30e+02	3.10e+01	1.07e+01
141	 7.00- 7.05	1.50e+03	1.36e+02	3.11e+01	1.20e+01
142	 7.05- 7.10	1.47e+03	1.08e+02	2.94e+01	9.49e+00
143	 7.10- 7.15	1.42e+03	1.32e+02	2.92e+01	1.04e+01
144	 7.15- 7.20	1.39e+03	1.17e+02	2.92e+01	1.07e+01
145	 7.20- 7.25	1.38e+03	1.07e+02	2.54e+01	8.37e+00
146	 7.25- 7.30	1.33e+03	1.26e+02	2.64e+01	9.33e+00
147	 7.30- 7.35	1.30e+03	8.86e+01	2.34e+01	7.25e+00
148	 7.35- 7.40	1.25e+03	9.63e+01	2.29e+01	7.99e+00
149	 7.40- 7.45	1.23e+03	9.47e+01	2.29e+01	7.25e+00
150	 7.45- 7.50	1.20e+03	1.03e+02	2.21e+01	7.75e+00
151	 7.50- 7.55	1.17e+03	8.71e+01	2.15e+01	7.20e+00
152	 7.55- 7.60	1.14e+03	1.04e+02	2.06e+01	7.54e+00
153	 7.60- 7.65	1.07e+03	8.63e+01	1.85e+01	6.53e+00
154	 7.65- 7.70	1.08e+03	8.06e+01	1.90e+01	6.55e+00
155	 7.70- 7.75	1.05e+03	8.60e+01	1.91e+01	7.21e+00
156	 7.75- 7.80	1.00e+03	9.80e+01	1.82e+01	7.28e+00
157	 7.80- 7.85	9.92e+02	8.37e+01	2.10e+01	7.35e+00
158	 7.85- 7.90	9.46e+02	7.08e+01	1.73e+01	5.86e+00
159	 7.90- 7.95	9.47e+02	7.06e+01	1.72e+01	6.44e+00
160	 7.95- 8.00	8.93e+02	6.36e+01	1.40e+01	4.45e+00
161	 8.00- 8.05	8.76e+02	6.67e+01	1.49e+01	4.31e+00
162	 8.05- 8.10	8.58e+02	5.85e+01	1.45e+01	5.21e+00
163	 8.10- 8.15	8.33e+02	6.80e+01	1.37e+01	5.01e+00
164	 8.15- 8.20	8.08e+02	7.12e+01	1.57e+01	6.62e+00
165	 8.20- 8.25	7.76e+02	8.05e+01	1.35e+01	5.15e+00
166	 8.25- 8.30	7.86e+02	5.85e+01	1.18e+01	4.46e+00
167	 8.30- 8.35	7.42e+02	5.69e+01	1.21e+01	4.88e+00
168	 8.35- 8.40	7.13e+02	6.66e+01	1.31e+01	5.31e+00
169	 8.40- 8.45	7.00e+02	5.75e+01	1.17e+01	4.76e+00
170	 8.45- 8.50	6.85e+02	4.66e+01	1.16e+01	5.08e+00
171	 8.50- 8.55	6.39e+02	5.32e+01	1.00e+01	3.69e+00
172	 8.55- 8.60	6.59e+02	4.74e+01	9.53e+00	3.16e+00
173	 8.60- 8.65	6.30e+02	5.66e+01	9.39e+00	3.92e+00
174	 8.65- 8.70	6.23e+02	4.56e+01	9.42e+00	3.36e+00
175	 8.70- 8.75	6.14e+02	5.15e+01	9.84e+00	3.98e+00
176	 8.75- 8.80	5.77e+02	4.46e+01	9.37e+00	3.38e+00
177	 8.80- 8.85	5.58e+02	5.25e+01	8.88e+00	3.76e+00
178	 8.85- 8.90	5.49e+02	4.44e+01	1.06e+01	5.30e+00
179	 8.90- 8.95	5.08e+02	4.80e+01	8.16e+00	2.67e+00
180	 8.95- 9.00	4.98e+02	3.68e+01	7.43e+00	2.52e+00
181	 9.00- 9.05	5.01e+02	3.67e+01	7.56e+00	2.84e+00
182	 9.05- 9.10	4.90e+02	4.71e+01	8.27e+00	2.85e+00
183	 9.10- 9.15	4.44e+02	3.84e+01	6.08e+00	2.18e+00
184	 9.15- 9.20	4.55e+02	3.58e+01	6.87e+00	2.03e+00
185	 9.20- 9.25	4.53e+02	3.49e+01	6.64e+00	2.57e+00
186	 9.25- 9.30	4.50e+02	3.89e+01	6.19e+00	2.95e+00
187	 9.30- 9.35	4.38e+02	3.25e+01	6.14e+00	2.54e+00
188	 9.35- 9.40	4.13e+02	3.15e+01	6.23e+00	2.65e+00
189	 9.40- 9.45	4.04e+02	2.83e+01	5.44e+00	2.21e+00
190	 9.45- 9.50	3.95e+02	3.50e+01	5.35e+00	1.94e+00
191	 9.50- 9.55	3.84e+02	2.90e+01	4.91e+00	1.50e+00
192	 9.55- 9.60	3.84e+02	3.13e+01	4.05e+00	1.27e+00
193	 9.60- 9.65	3.61e+02	3.37e+01	5.61e+00	2.46e+00
194	 9.65- 9.70	3.49e+02	2.85e+01	4.63e+00	1.55e+00
195	 9.70- 9.75	3.39e+02	2.91e+01	4.44e+00	2.19e+00
196	 9.75- 9.80	3.34e+02	3.02e+01	4.43e+00	1.90e+00
197	 9.80- 9.85	3.26e+02	2.55e+01	3.74e+00	1.34e+00
198	 9.85- 9.90	3.04e+02	2.85e+01	4.61e+00	2.22e+00
199	 9.90- 9.95	3.16e+02	3.19e+01	2.95e+00	8.94e-01
200	 9.95-10.00	2.85e+02	2.24e+01	3.36e+00	1.09e+00
201	10.00-11.00	2.33e+02	1.95e+01	2.63e+00	9.91e-01
202	11.00-12.00	1.36e+02	1.11e+01	1.15e+00	4.04e-01
203	12.00-13.00	7.59e+01	6.31e+00	6.00e-01	2.38e-01
204	13.00-14.00	4.66e+01	3.58e+00	4.26e-01	2.01e-01
205	14.00-15.00	2.68e+01	2.06e+00	1.58e-01	7.02e-02
206	15.00-16.00	1.62e+01	1.14e+00	1.00e-01	3.57e-02
207	16.00-17.00	7.00e+00	4.64e-01	1.76e-02	1.85e-03
208	17.00-18.00	4.47e+00	1.04e-01	8.56e-03	5.73e-04
209	18.00-19.00	1.85e+00	3.72e-02	3.82e-03	0.00e+00
210	19.00-20.00	9.24e-01	2.72e-02	1.25e-04	5.39e-04
211	20.00-21.00	4.63e-01	0.00e+00	0.00e+00	0.00e+00
212	21.00-22.00	3.25e-01	0.00e+00	0.00e+00	0.00e+00
213	22.00-23.00	8.26e-02	0.00e+00	0.00e+00	0.00e+00
214	23.00-24.00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
215	24.00-25.00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
216	25.00-26.00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
217	26.00-27.00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
218	27.00-28.00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
219	28.00-29.00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
220	29.00-30.00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
